sample,org,dataset,gpair,phylum,class,junc_tpm
DRR083619_0_AG,Aphis_gossypii,AGos_pair,13,Arthropoda,Insecta,9.096272809465045
DRR083620_1_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.53288033021554
DRR083621_2_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.710629239284723
DRR083622_3_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.274006760357647
DRR083623_4_AG,Aphis_gossypii,AGos_pair,13,Arthropoda,Insecta,8.831640107675863
DRR083624_5_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.58781257481551
DRR083625_6_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.51027375718758
DRR083626_7_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,7.349862058894702
DRR083627_8_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.302751927334649
DRR083628_9_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.022010539920158
DRR083629_10_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.408275546565422
DRR083631_12_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,7.901244387577921
DRR083632_13_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,7.988424241800545
DRR083633_14_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,7.804886715277711
DRR083634_15_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,8.179491174515283
DRR083635_16_AG,Aphis_gossypii,AGos_pair,13,Arthropoda,Insecta,8.42387948523435
DRR083636_17_AG,Aphis_gossypii,AGos_pair,14,Arthropoda,Insecta,7.68991713374277
DRR124529_1_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.527604421078205
DRR124530_2_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.451534820588616
DRR124531_3_SG,Schistocerca_gregaria,SG_random,12,Arthropoda,Insecta,12.564850372154114
DRR124532_4_SG,Schistocerca_gregaria,SG_random,12,Arthropoda,Insecta,12.624261546486727
DRR124533_5_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.399098011123337
DRR124534_6_SG,Schistocerca_gregaria,SG_random,12,Arthropoda,Insecta,12.587964881653058
DRR124535_7_SG,Schistocerca_gregaria,SG_random,12,Arthropoda,Insecta,12.541483523429449
DRR124536_8_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.328311683303115
DRR124537_9_SG,Schistocerca_gregaria,SG_random,12,Arthropoda,Insecta,12.699917032763414
DRR124538_10_SG,Schistocerca_gregaria,SG_random,9,Arthropoda,Insecta,11.92144444057285
DRR124539_11_SG,Schistocerca_gregaria,SG_random,9,Arthropoda,Insecta,12.07224480916737
DRR124540_12_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.466289384874484
DRR124541_13_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.459473480755985
DRR124542_14_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.337323437126965
DRR124543_15_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.07337158118095
DRR124544_16_SG,Schistocerca_gregaria,SG_random,10,Arthropoda,Insecta,12.332603710247644
SRR10119796_0_SP,Scylla_paramamosain,SP_crus_transc,11,Arthropoda,Malacostraca,12.473676015325628
SRR10119797_1_SP,Scylla_paramamosain,SP_crus_transc,12,Arthropoda,Malacostraca,11.824799520224417
SRR10119798_2_SP,Scylla_paramamosain,SP_crus_transc,12,Arthropoda,Malacostraca,11.677744097185943
SRR10119799_3_SP,Scylla_paramamosain,SP_crus_transc,12,Arthropoda,Malacostraca,11.54493128930496
SRR10119800_4_SP,Scylla_paramamosain,SP_crus_transc,12,Arthropoda,Malacostraca,11.630120061986304
SRR10119801_5_SP,Scylla_paramamosain,SP_crus_transc,9,Arthropoda,Malacostraca,11.332321130504836
SRR10119802_6_SP,Scylla_paramamosain,SP_crus_transc,12,Arthropoda,Malacostraca,11.208906599925369
SRR10119803_7_SP,Scylla_paramamosain,SP_crus_transc,10,Arthropoda,Malacostraca,11.343326125152135
SRR10119804_8_SP,Scylla_paramamosain,SP_crus_transc,12,Arthropoda,Malacostraca,11.325627494287025
SRR1015410_0_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,9.985997534527048
SRR1015411_1_AG,Aphis_glycines,AG_gexpr,13,Arthropoda,Insecta,10.396551421957746
SRR1015412_2_AG,Aphis_glycines,AG_gexpr,12,Arthropoda,Insecta,10.472081818468125
SRR1015414_4_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,11.609897906439283
SRR1015415_5_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,11.381800330946637
SRR1015416_6_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,11.554336156459152
SRR1015418_8_AG,Aphis_glycines,AG_gexpr,12,Arthropoda,Insecta,10.893709031208084
SRR1015419_9_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,9.350963282924953
SRR1015420_10_AG,Aphis_glycines,AG_gexpr,12,Arthropoda,Insecta,10.111871953414537
SRR1015422_12_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,11.098901668908066
SRR1015423_13_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,9.591391751688338
SRR1015424_14_AG,Aphis_glycines,AG_gexpr,13,Arthropoda,Insecta,10.017616687389749
SRR1015425_15_AG,Aphis_glycines,AG_gexpr,12,Arthropoda,Insecta,10.039345380828946
SRR1015426_16_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,11.522427319239753
SRR1015427_17_AG,Aphis_glycines,AG_gexpr,13,Arthropoda,Insecta,11.5695638067734
SRR1015429_19_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,11.391490550025404
SRR1015430_20_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,9.532549169268224
SRR1015432_22_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,9.894260159891934
SRR1015435_24_AG,Aphis_glycines,AG_gexpr,14,Arthropoda,Insecta,9.985997534527048
SRR10874086_7_PA,Panulirus_argus,decapods,12,Arthropoda,Malacostraca,12.976294320592656
SRR10874088_9_PA,Panulirus_argus,decapods,12,Arthropoda,Malacostraca,12.582105867856141
SRR10874089_10_PA,Panulirus_argus,decapods,12,Arthropoda,Malacostraca,12.578514916991265
SRR1167035_0_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.223308784504122
SRR1167037_1_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.145589147653174
SRR1167040_3_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.218883886973222
SRR1167041_4_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.27421641730439
SRR1167042_5_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.02890876642991
SRR1167044_7_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.025135003670831
SRR1167247_9_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.246102892701726
SRR1167255_10_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.230390977716931
SRR1167256_11_ZN,Zootermopsis_nevadensis,ZN_transc,12,Arthropoda,Insecta,14.517503372251511
SRR1175281_0_BG,Blattella_germanica,BL_cockroach_transcriptome_polya,11,Arthropoda,Insecta,14.80501013676269
SRR1175299_1_BG,Blattella_germanica,BL_cockroach_transcriptome_polya,6,Arthropoda,Insecta,16.126125616488824
SRR1175306_2_BG,Blattella_germanica,BL_cockroach_transcriptome_polya,11,Arthropoda,Insecta,15.29197561846681
SRR12313777_0_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.982779170564038
SRR12313778_1_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.996777693940462
SRR12313779_2_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.991972095055546
SRR12313780_3_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.948189550562336
SRR12313781_4_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.897874470699012
SRR12313782_5_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.982581160107857
SRR12313783_6_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.147220480016726
SRR12313784_7_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.15859762606351
SRR12313785_8_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.151121503364882
SRR12313786_9_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.014583846129621
SRR12313787_10_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,14.462222636845762
SRR12313788_11_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.04791264559148
SRR12313789_12_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.947943617260957
SRR12313790_13_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.002423643109992
SRR12313791_14_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.969281578332497
SRR12313792_15_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.073099611638352
SRR12313793_16_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.048249066011687
SRR12313794_17_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.085610969206408
SRR12313795_18_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.131467470931852
SRR12313796_19_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.146172688016634
SRR12313797_20_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.723858283012618
SRR12313798_21_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.700473370909064
SRR12313799_22_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.679777219661394
SRR12313800_23_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.743610560312927
SRR12313801_24_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,13.779706546503796
SRR12313802_25_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,13.77117315764598
SRR12313803_26_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.605610394203463
SRR12313804_27_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,13.719748711792363
SRR12313805_28_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.497025273852838
SRR12313806_29_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.47091795086381
SRR12313807_30_DM,Drosophila_melanogaster,DM_polya,12,Arthropoda,Insecta,14.192823149114863
SRR12313808_31_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,13.929136370603512
SRR12313809_32_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.69913437547187
SRR12313810_33_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.579110818485438
SRR12313811_34_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.611109852823542
SRR12313812_35_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.548121023862196
SRR12313813_36_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,13.40299003840607
SRR12313814_37_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.276293546688878
SRR12313815_38_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.272337232246926
SRR12313816_39_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,14.517240520276383
SRR12313817_40_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.114188390419937
SRR12313818_41_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,14.535418420704806
SRR12313819_42_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.905259347963124
SRR12313823_43_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.924758938600046
SRR12313824_44_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,13.99564155342425
SRR12313825_45_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.298132969808107
SRR12313826_46_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.300426133828637
SRR12313827_47_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,Insecta,14.071933191366593
SRR12313828_48_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.26983656317087
SRR12313829_49_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,Insecta,14.280123083333265
SRR12507556_3_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,Cephalopoda,13.040789765045302
SRR12507557_4_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,Cephalopoda,13.108845821056873
SRR12507558_5_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,Cephalopoda,13.150665955743174
SRR12507560_7_OB,Octopus_bimaculoides,OB_cdna,10,Mollusca,Cephalopoda,12.369538689666431
SRR12507562_9_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,Cephalopoda,14.135292722083847
SRR12507565_12_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,Cephalopoda,12.936156720317483
SRR12507566_13_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,Cephalopoda,13.253142733118656
SRR1257338_0_AG,Aphis_gossypii,AGos_transc4,14,Arthropoda,Insecta,12.25087090751347
SRR1257339_1_AG,Aphis_gossypii,AGos_transc4,14,Arthropoda,Insecta,13.401841266313053
SRR1257340_2_AG,Aphis_gossypii,AGos_transc4,14,Arthropoda,Insecta,12.621280340604093
SRR1259381_0_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,Insecta,11.311111482656779
SRR1259383_2_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,10.789246412678832
SRR1259386_5_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.056363666016173
SRR1259388_7_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,Insecta,11.040621278333054
SRR1259390_9_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,Insecta,11.524149743498896
SRR1259392_11_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.12499174258711
SRR1259395_14_DM,Drosophila_melanogaster,diff_temps_DM,12,Arthropoda,Insecta,10.829970095106342
SRR1259401_20_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,Insecta,10.95416661755411
SRR1259402_21_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,Insecta,11.674802718668975
SRR1259403_22_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.112784567086473
SRR1259407_26_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.44055363864622
SRR1259409_28_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.501211027655875
SRR1259410_29_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.794101148900669
SRR1259411_30_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.048671830676799
SRR1259412_31_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.03679210401811
SRR1259413_32_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,10.932915403867119
SRR1259414_33_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.434449041828683
SRR1259415_34_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,10.881001618750485
SRR1259417_36_DM,Drosophila_melanogaster,diff_temps_DM,12,Arthropoda,Insecta,11.325502591724982
SRR1259420_39_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.623594866481563
SRR1259423_42_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.313591659192195
SRR1259424_43_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.862885898642688
SRR1259425_44_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,Insecta,11.27860450064389
SRR12689926_11_PA,Panulirus_argus,decapods,3,Arthropoda,Malacostraca,14.018586822455395
SRR12689927_12_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,11.182392702396902
SRR12689928_13_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,11.445299612291567
SRR12689929_14_PA,Panulirus_argus,decapods,11,Arthropoda,Malacostraca,10.713215515703926
SRR12689930_15_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,12.570170072337266
SRR12689931_16_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,12.176503761038557
SRR12689932_17_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,13.152043648836896
SRR12689933_18_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,10.480841337473578
SRR12689934_19_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,11.051499041011002
SRR12689935_20_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,12.1095498723485
SRR12689936_21_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,11.401662529421372
SRR12689938_23_PA,Panulirus_argus,decapods,14,Arthropoda,Malacostraca,10.818349338699857
SRR12689939_24_PA,Panulirus_argus,decapods,12,Arthropoda,Malacostraca,11.35447394396932
SRR13052370_0_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,Insecta,11.869728668975382
SRR13052371_1_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,Insecta,12.108124838203302
SRR13052372_2_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,Insecta,11.87896619872516
SRR13052373_3_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,Insecta,11.875005786807604
SRR13052374_4_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,Insecta,11.892363503788856
SRR13052375_5_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,Insecta,12.014999105704044
SRR13052376_6_SI,Solenopsis_invicta,SI_transc,10,Arthropoda,Insecta,11.898703648186151
SRR13052377_7_SI,Solenopsis_invicta,SI_transc,10,Arthropoda,Insecta,11.915604941051733
SRR13052378_8_SI,Solenopsis_invicta,SI_transc,10,Arthropoda,Insecta,12.012202434201381
SRR1324810_46_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,13.367264630393992
SRR1324811_47_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,12.938759194281722
SRR1324812_48_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,13.105775484889428
SRR1324813_49_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,13.346015843330314
SRR1324814_50_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,13.170021956437148
SRR1324815_51_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,13.972266056983317
SRR1324816_52_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,12.924280270127765
SRR1324817_53_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,13.853438448295512
SRR1324818_54_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,13.81575278329169
SRR1324819_55_AF,Artemia_franciscana,popphyl,12,Arthropoda,Branchiopoda,13.10708064244597
SRR1324885_121_CP,Culex_pipiens,popphyl,7,Arthropoda,Insecta,12.485469604238475
SRR1324886_122_CP,Culex_pipiens,popphyl,7,Arthropoda,Insecta,12.599054125448772
SRR1324887_123_CP,Culex_pipiens,popphyl,7,Arthropoda,Insecta,12.013252733391031
SRR1324888_124_CP,Culex_pipiens,popphyl,7,Arthropoda,Insecta,12.55215444518022
SRR1324889_125_CP,Culex_pipiens,popphyl,7,Arthropoda,Insecta,12.818526338803755
SRR1324890_126_CP,Culex_pipiens,popphyl,7,Arthropoda,Insecta,12.64535085437279
